Device,Test Name,Test Status,Message(s),Test description,Test category
pod3-leaf-4,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
pod3-leaf-4,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
pod3-leaf-4,VerifyMlagReloadDelay,success,,Verifies the reload-delay parameters of the MLAG configuration.,MLAG
pod3-leaf-4,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
pod3-leaf-4,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
pod3-leaf-4,VerifyTelnetStatus,success,,Verifies if Telnet is disabled in the default VRF.,Security
pod3-leaf-4,VerifyDNSServers,success,,Verifies if the DNS (Domain Name Service) servers are correctly configured.,Services
pod3-leaf-4,VerifySTPBlockedPorts,success,,Verifies there is no STP blocked ports.,STP
pod3-leaf-4,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
pod3-leaf-4,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
pod3-leaf-4,VerifyCoredump,success,,Verifies there are no core dump files.,System
pod3-leaf-4,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
pod3-leaf-4,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
pod3-leaf-4,VerifyNTP,failure,NTP status mismatch - Expected: synchronised Actual: unsynchronised,Verifies if NTP is synchronised.,System
pod3-leaf-4,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
pod3-spine-1,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
pod3-spine-1,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
pod3-spine-1,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
pod3-spine-1,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
pod3-spine-1,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
pod3-spine-1,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
pod3-spine-1,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies status.,Hardware
pod3-spine-1,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
pod3-spine-1,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
pod3-spine-1,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
pod3-spine-1,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
pod3-spine-1,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
pod3-spine-1,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
pod3-spine-1,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
pod3-spine-1,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
pod3-spine-1,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
pod3-spine-1,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Jul 16 14:43:41 pod3-spine-1 ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1373) -- Master ProcMgr (PID=1373) exiting.
 Jul 16 15:49:35 pod3-spine-1 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-428e8589-599a-4ac2-a859-213ebcda5c75 has expired.The system configuration will be rolled back.
 Jul 16 15:49:36 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.37 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:49:36 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.41 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:49:36 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.18 (VRF default AS 65000) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:49:36 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.45 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:49:36 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.16 (VRF default AS 65000) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:49:36 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.33 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:46 pod3-spine-1 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-8b021518-12f5-48bd-9c0b-0de7a27462a9 has expired.The system configuration will be rolled back.
 Jul 16 15:58:47 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.37 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:47 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.41 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:47 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.18 (VRF default AS 65000) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:47 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.45 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:04:41 pod3-spine-1 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-a3a57502-086c-4514-95c1-28ff2901bc5a has expired.The system configuration will be rolled back.
 Jul 16 16:04:42 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.41 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:04:42 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.33 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:13:09 pod3-spine-1 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-2efdf2cb-4cc9-4dde-84c6-a30c9b1a0af1 has expired.The system configuration will be rolled back.
 Jul 16 16:13:10 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.37 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:13:10 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.45 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:18:59 pod3-spine-1 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-0515f024-c35b-495d-bae8-e81dc90a00fd has expired.The system configuration will be rolled back.
 Jul 16 16:19:00 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.37 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:19:00 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.41 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:19:00 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.18 (VRF default AS 65000) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:19:00 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.16 (VRF default AS 65000) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:19:00 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.45 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:19:00 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.33 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.37 (VRF default AS 65105) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.41 (VRF default AS 65106) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.18 (VRF default AS 65000) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.45 (VRF default AS 65106) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.16 (VRF default AS 65000) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.33 (VRF default AS 65105) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
pod3-spine-1,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
pod3-spine-1,VerifyTelnetStatus,success,,Verifies if Telnet is disabled in the default VRF.,Security
pod3-spine-1,VerifyDNSServers,success,,Verifies if the DNS (Domain Name Service) servers are correctly configured.,Services
pod3-spine-1,VerifySTPBlockedPorts,success,,Verifies there is no STP blocked ports.,STP
pod3-spine-1,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
pod3-spine-1,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
pod3-spine-1,VerifyCoredump,success,,Verifies there are no core dump files.,System
pod3-spine-1,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
pod3-spine-1,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
pod3-spine-1,VerifyNTP,failure,NTP status mismatch - Expected: synchronised Actual: unsynchronised,Verifies if NTP is synchronised.,System
pod3-spine-1,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
pod3-spine-2,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
pod3-spine-2,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
pod3-spine-2,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
pod3-spine-2,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
pod3-spine-2,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
pod3-spine-2,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
pod3-spine-2,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies status.,Hardware
pod3-spine-2,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
pod3-spine-2,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
pod3-spine-2,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
pod3-spine-2,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
pod3-spine-2,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
pod3-spine-2,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
pod3-spine-2,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
pod3-spine-2,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
pod3-spine-2,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
pod3-spine-2,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Jul 16 14:43:43 pod3-spine-2 ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1371) -- Master ProcMgr (PID=1371) exiting.
 Jul 16 14:43:43 pod3-spine-2 Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1796) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Jul 16 14:43:43 pod3-spine-2 Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1796))
 Jul 16 15:49:34 pod3-spine-2 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-7042e504-b138-48ba-a2f7-537471841fd5 has expired.The system configuration will be rolled back.
 Jul 16 15:49:35 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.47 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:49:35 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.43 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:49:35 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.35 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:47 pod3-spine-2 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-fad9964c-8cec-4eea-9614-e6cd6b470194 has expired.The system configuration will be rolled back.
 Jul 16 15:58:48 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.47 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:48 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.35 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:48 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.39 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:48 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.43 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:48 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.20 (VRF default AS 65000) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 15:58:48 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.22 (VRF default AS 65000) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:04:41 pod3-spine-2 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-edc44bc8-f6f3-4699-937d-d2bfe4ef60c0 has expired.The system configuration will be rolled back.
 Jul 16 16:13:10 pod3-spine-2 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-22bd5009-e3e7-4e2a-b3ba-0939cf24501c has expired.The system configuration will be rolled back.
 Jul 16 16:18:58 pod3-spine-2 ConfigAgent: %SYS-3-CONFIG_SESSION_COMMIT_TIMER_TIMEDOUT: The commit timer on session cvp-provisioning-e8dff7ed-d40f-4d12-9c07-fd58cf2d8e8f has expired.The system configuration will be rolled back.
 Jul 16 16:18:59 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.47 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:18:59 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.43 (VRF default AS 65106) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 16:18:59 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.35 (VRF default AS 65105) 6/3 (Cease/peer de-configured <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.47 (VRF default AS 65106) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.35 (VRF default AS 65105) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.39 (VRF default AS 65105) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.253.43 (VRF default AS 65106) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.20 (VRF default AS 65000) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 Jul 16 20:36:32 pod3-spine-2 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.255.250.22 (VRF default AS 65000) 6/6 (Cease/other configuration change <Hard Reset>) 0 bytes
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
pod3-spine-2,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
pod3-spine-2,VerifyTelnetStatus,success,,Verifies if Telnet is disabled in the default VRF.,Security
pod3-spine-2,VerifyDNSServers,success,,Verifies if the DNS (Domain Name Service) servers are correctly configured.,Services
pod3-spine-2,VerifySTPBlockedPorts,success,,Verifies there is no STP blocked ports.,STP
pod3-spine-2,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
pod3-spine-2,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
pod3-spine-2,VerifyCoredump,success,,Verifies there are no core dump files.,System
pod3-spine-2,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
pod3-spine-2,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
pod3-spine-2,VerifyNTP,failure,NTP status mismatch - Expected: synchronised Actual: unsynchronised,Verifies if NTP is synchronised.,System
pod3-spine-2,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
pod4-leaf-1,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
pod4-leaf-1,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
pod4-leaf-1,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
pod4-leaf-1,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
pod4-leaf-1,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
pod4-leaf-1,VerifyReachability,success,,Verifies reachability to IPv4 BGP neighbors with an update source configured.,Connectivity
pod4-leaf-1,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
pod4-leaf-1,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies status.,Hardware
pod4-leaf-1,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
pod4-leaf-1,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
pod4-leaf-1,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
pod4-leaf-1,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in all port channels.,Interfaces
pod4-leaf-1,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
pod4-leaf-1,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
pod4-leaf-1,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
pod4-leaf-1,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
pod4-leaf-1,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
pod4-leaf-1,VerifyPortChannels,success,,Verifies there are no inactive ports in all port channels.,Interfaces
pod4-leaf-1,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
